答题序号,来源,Q1,Q2,Q3|5|open,Q3|6|open,Q3|7|open,Q4,Q5,Q6|1,Q7|1,Q7|2,Q7|3,Q7|4,Q7|6,Q7|6|open,Q8|1,Q8|2,Q8|3,Q8|5,Q8|5|open,Q9|1,Q9|2,Q9|3,Q9|5,Q9|5|open,Q10,Q11|1,Q12|1,Q13|1,Q14|1,Q14|2,Q14|3,Q14|4,Q14|5,Q14|6,Q14|6|open,Q15|1,Q15|2,Q15|3,Q15|4,Q15|5,Q15|6,Q15|9,Q15|9|open,Q16|1,Q16|2,Q16|3,Q16|4,Q16|5,Q16|6,Q16|8,Q16|8|open,Q17|1,Q18|1,Q18|2,Q18|3,Q18|4,Q18|5,Q18|6,Q18|8,Q18|8|open,Q19|1,Q20|1,Q21,Q21|open,Q22|1,Q22|2,Q22|3,Q22|4,Q22|5,Q22|6,Q22|8,Q22|8|open,Q23|1,Q23|2,Q23|3,Q23|4,Q23|6,Q23|6|open,Q24|1,Q24|2,Q24|3,Q24|4,Q24|6,Q24|6|open,Q25|1,Q26|1,Q27,Q28,Q28|open,Q29|1,Q30|1,Q31|1,Q31|2,Q31|3,Q31|4,Q31|6,Q31|6|open,Q32|1,Q32|2,Q32|3,Q32|4,Q32|5,Q32|7,Q32|7|open,Q33|1,Q33|2,Q33|3,Q33|4,Q33|5,Q33|5|open,Q34|1,Q34|2,Q34|3,Q34|4,Q34|5,Q34|6,Q34|8,Q34|8|open,Q35|1,Q35|2,Q35|3,Q35|4,Q35|5,Q35|5|open,Q36|1,Q37|1,Q37|2,Q37|3,Q37|4,Q37|5,Q37|6,Q37|8,Q37|8|open,Q38|1,Q38|2,Q38|3,Q38|4,Q38|5,Q39,Q39|open,Q40|1,Q41|1,Q42,Q43|1,Q43|2,Q43|3,Q44|1,Q44|2,Q44|3,Q44|4,Q44|6,Q44|6|open,Q45,Q46|1,Q47|1,Q47|2,Q47|3,Q47|4,Q47|5,Q47|5|open,Q48|1,Q48|2,Q48|3,Q48|4,Q48|5,Q48|7,Q48|7|open,Q49,Q50|1,Q50|2,Q50|3,Q50|4,Q50|5,Q50|5|open,Q51|1,Q52|1,Q52|2,Q52|3,Q52|4,Q52|5,Q52|6,Q52|8,Q52|8|open,Q53|1,Q53|2,Q53|3,Q53|4,Q53|5,Q54|1,Q54|2,Q54|3,Q54|4,Q54|5,Q55|1,Q56|1,Q57|1,Q57|2,Q57|3,Q57|4,Q57|6,Q57|6|open,Q58|1,Q59|1,Q60,Q60|open,Q61|1,Q62|1,Q63|1,Q64,Q65|1,Q65|2,Q65|3,Q66|1,Q66|2,Q66|3,Q66|4,Q66|6,Q66|6|open,Q67,Q68|1,Q69|1,Q69|2,Q69|3,Q69|4,Q69|5,Q69|5|open,Q70|1,Q71|1,Q72,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
217,,2,2,福建省,宁德市,蕉城区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,3.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,1.0,,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:13:57,2023-06-05 17:46:34,32分37秒,福建省,福州市,112.49.84.112,Chrome 107.0.5304.141,Android Linux 13
218,,2,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 17:52:57,2023-06-05 17:54:39,1分42秒,福建省,福州市,220.249.191.60,Unknown Browser,iPhone iOS 16.2
219,,2,2,山东省,济南市,历下区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-05 18:22:45,2023-06-05 18:27:07,4分22秒,,,39.144.109.149,Unknown Browser,iPhone iOS 16.4.1
220,,1,2,山东省,青岛市,市北区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,0.0,,2.0,5.0,1.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 21:09:00,2023-06-05 21:14:05,5分5秒,山东省,济南市,112.224.199.80,Chrome 107.0.5304.141,Android Linux 12
221,,2,2,山东省,青岛市,市北区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,1.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-05 23:48:26,2023-06-05 23:49:59,1分33秒,山东省,济宁市,210.44.31.124,Unknown Browser,iPhone iOS 16.5
223,,2,2,安徽省,铜陵市,郊区,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,3.0,2.0,,,,,,,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,1.0,0.0,,1.0,5.0,1.0,,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-06 07:39:02,2023-06-06 07:43:54,4分52秒,,,36.161.51.81,Chrome 107.0.5304.141,Android Linux Tablet NetType/WIFI Language/zh_CN ABI/arm64
226,,2,2,北京市,北京城区,昌平区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 10:14:49,2023-06-06 10:16:04,1分15秒,北京市,北京市,219.239.227.228,Chrome 98.0.4758.102,Android Linux 13
227,,1,2,福建省,福州市,仓山区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 10:52:43,2023-06-06 10:54:12,1分29秒,福建省,福州市,183.250.25.244,Chrome 98.0.4758.102,Android Linux 12
229,,1,5,安徽省,铜陵市,铜官区,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,4.0,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,,3.0,4.0,1.0,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2023-06-06 13:59:54,2023-06-06 14:05:13,5分19秒,安徽省,铜陵市,36.7.208.179,Chrome 107.0.5304.141,Android Linux 12
231,,2,2,福建省,福州市,仓山区,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,3.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 21:33:00,2023-06-06 21:34:08,1分8秒,福建省,,223.104.51.50,Chrome 98.0.4758.102,Android Linux 12
232,,2,2,安徽省,铜陵市,铜官区,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,3.0,1.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-12 14:59:45,2023-06-12 15:19:31,19分46秒,安徽省,合肥市,223.104.34.125,Chrome 107.0.5304.141,Android Linux 11
